3.0895 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
18.8270 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.0900 	EXP 	Created bhas_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='bhas_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.1424 	EXP 	Created inital_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='inital_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.1975 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.1997 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
21.2216 	EXP 	Sound sound_2 set volume 1.000
21.2572 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.2687 	EXP 	Created bhas_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='bhas_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.2957 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.2970 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
21.2973 	EXP 	Sound sound_2 set volume 1.000
21.3077 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.3987 	EXP 	instrText: autoLog = True
21.3987 	EXP 	word: autoLog = True
21.3987 	EXP 	instrText_2: autoLog = True
21.3987 	EXP 	word: autoLog = True
21.3987 	EXP 	instrText_3: autoLog = True
21.3987 	EXP 	word: autoLog = True
21.3987 	EXP 	instrText: autoLog = True
21.3987 	EXP 	word: autoLog = True
21.3987 	EXP 	word: autoLog = True
21.3987 	EXP 	word: autoLog = True
21.3987 	EXP 	text_4: autoDraw = True
22.4229 	DATA 	Keypress: space
22.4363 	EXP 	text_4: autoDraw = False
22.4363 	EXP 	inital_text: autoDraw = True
322.4512 	EXP 	inital_text: autoDraw = False
322.4512 	EXP 	instrText: autoDraw = True
328.7887 	EXP 	Imported neutral.xlsx as conditions, 50 conditions, 4 params
328.7902 	EXP 	Created sequence: random, trialTypes=50, nReps=1, seed=None
328.7906 	EXP 	New trial (rep=0, index=0): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
328.8190 	DATA 	Keypress: space
328.8232 	EXP 	instrText: autoDraw = False
328.8232 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
329.2857 	EXP 	word: autoDraw = True
330.1879 	EXP 	New trial (rep=0, index=1): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
330.2299 	DATA 	Keypress: r
330.2341 	EXP 	word: autoDraw = False
330.2341 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
330.7026 	EXP 	word: autoDraw = True
331.6881 	EXP 	New trial (rep=0, index=2): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
331.6991 	DATA 	Keypress: x
331.7038 	EXP 	word: autoDraw = False
331.7038 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
332.2028 	EXP 	word: autoDraw = True
332.8381 	EXP 	New trial (rep=0, index=3): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
332.8596 	DATA 	Keypress: b
332.8639 	EXP 	word: autoDraw = False
332.8639 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
333.3531 	EXP 	word: autoDraw = True
333.8570 	DATA 	Keypress: g
333.8714 	EXP 	New trial (rep=0, index=4): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
333.8865 	EXP 	word: autoDraw = False
333.8865 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
334.3866 	EXP 	word: autoDraw = True
334.9885 	EXP 	New trial (rep=0, index=5): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
334.9910 	DATA 	Keypress: r
335.0033 	EXP 	word: autoDraw = False
335.0033 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
335.5034 	EXP 	word: autoDraw = True
336.0567 	DATA 	Keypress: r
336.0721 	EXP 	New trial (rep=0, index=6): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
336.0871 	EXP 	word: autoDraw = False
336.0871 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
336.5868 	EXP 	word: autoDraw = True
337.0242 	DATA 	Keypress: r
337.0397 	EXP 	New trial (rep=0, index=7): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
337.0536 	EXP 	word: autoDraw = False
337.0536 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
337.5537 	EXP 	word: autoDraw = True
338.1890 	EXP 	New trial (rep=0, index=8): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
338.1913 	DATA 	Keypress: g
338.2038 	EXP 	word: autoDraw = False
338.2038 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
338.7039 	EXP 	word: autoDraw = True
339.3062 	EXP 	New trial (rep=0, index=9): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
339.3085 	DATA 	Keypress: g
339.3207 	EXP 	word: autoDraw = False
339.3207 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
339.8208 	EXP 	word: autoDraw = True
340.3062 	EXP 	New trial (rep=0, index=10): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
340.3085 	DATA 	Keypress: r
340.3207 	EXP 	word: autoDraw = False
340.3207 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
340.8209 	EXP 	word: autoDraw = True
341.3730 	EXP 	New trial (rep=0, index=11): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
341.3751 	DATA 	Keypress: x
341.3877 	EXP 	word: autoDraw = False
341.3877 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
341.8878 	EXP 	word: autoDraw = True
342.4061 	EXP 	New trial (rep=0, index=12): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
342.4085 	DATA 	Keypress: r
342.4212 	EXP 	word: autoDraw = False
342.4212 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
342.9211 	EXP 	word: autoDraw = True
343.5905 	EXP 	New trial (rep=0, index=13): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
343.5928 	DATA 	Keypress: x
343.6047 	EXP 	word: autoDraw = False
343.6047 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
344.1047 	EXP 	word: autoDraw = True
344.7574 	EXP 	New trial (rep=0, index=14): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
344.7624 	DATA 	Keypress: b
344.7716 	EXP 	word: autoDraw = False
344.7716 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
345.2716 	EXP 	word: autoDraw = True
345.9576 	EXP 	New trial (rep=0, index=15): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
345.9619 	DATA 	Keypress: b
345.9717 	EXP 	word: autoDraw = False
345.9717 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
346.4718 	EXP 	word: autoDraw = True
346.9756 	DATA 	Keypress: g
346.9906 	EXP 	New trial (rep=0, index=16): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
347.0052 	EXP 	word: autoDraw = False
347.0052 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
347.5054 	EXP 	word: autoDraw = True
348.1919 	EXP 	New trial (rep=0, index=17): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
348.1968 	DATA 	Keypress: x
348.2055 	EXP 	word: autoDraw = False
348.2055 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
348.7054 	EXP 	word: autoDraw = True
349.2910 	EXP 	New trial (rep=0, index=18): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
349.2933 	DATA 	Keypress: g
349.3059 	EXP 	word: autoDraw = False
349.3059 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
349.8056 	EXP 	word: autoDraw = True
350.2911 	EXP 	New trial (rep=0, index=19): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
350.2934 	DATA 	Keypress: r
350.3058 	EXP 	word: autoDraw = False
350.3058 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
350.8058 	EXP 	word: autoDraw = True
351.5243 	EXP 	New trial (rep=0, index=20): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
351.5264 	DATA 	Keypress: x
351.5393 	EXP 	word: autoDraw = False
351.5393 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
352.0393 	EXP 	word: autoDraw = True
352.7248 	EXP 	New trial (rep=0, index=21): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
352.7271 	DATA 	Keypress: g
352.7395 	EXP 	word: autoDraw = False
352.7395 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
353.2396 	EXP 	word: autoDraw = True
353.7762 	DATA 	Keypress: b
353.7926 	EXP 	New trial (rep=0, index=22): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
353.8063 	EXP 	word: autoDraw = False
353.8063 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
354.3064 	EXP 	word: autoDraw = True
355.1939 	DATA 	Keypress: g
355.2083 	EXP 	New trial (rep=0, index=23): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
355.2232 	EXP 	word: autoDraw = False
355.2232 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
355.7237 	EXP 	word: autoDraw = True
356.3093 	EXP 	New trial (rep=0, index=24): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
356.3116 	DATA 	Keypress: b
356.3234 	EXP 	word: autoDraw = False
356.3234 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
356.8235 	EXP 	word: autoDraw = True
357.4084 	EXP 	New trial (rep=0, index=25): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
357.4108 	DATA 	Keypress: r
357.4237 	EXP 	word: autoDraw = False
357.4237 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
357.9237 	EXP 	word: autoDraw = True
358.4919 	EXP 	New trial (rep=0, index=26): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
358.4940 	DATA 	Keypress: r
358.5070 	EXP 	word: autoDraw = False
358.5070 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
359.0071 	EXP 	word: autoDraw = True
359.5086 	EXP 	New trial (rep=0, index=27): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
359.5109 	DATA 	Keypress: r
359.5239 	EXP 	word: autoDraw = False
359.5239 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
360.0239 	EXP 	word: autoDraw = True
360.5115 	DATA 	Keypress: r
360.5255 	EXP 	New trial (rep=0, index=28): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
360.5408 	EXP 	word: autoDraw = False
360.5408 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
361.0408 	EXP 	word: autoDraw = True
361.6927 	EXP 	New trial (rep=0, index=29): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
361.6950 	DATA 	Keypress: x
361.7075 	EXP 	word: autoDraw = False
361.7075 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
362.2077 	EXP 	word: autoDraw = True
362.7430 	EXP 	New trial (rep=0, index=30): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
362.7453 	DATA 	Keypress: r
362.7578 	EXP 	word: autoDraw = False
362.7578 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
363.2578 	EXP 	word: autoDraw = True
363.9779 	DATA 	Keypress: x
363.9929 	EXP 	New trial (rep=0, index=31): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
364.0080 	EXP 	word: autoDraw = False
364.0080 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
364.5080 	EXP 	word: autoDraw = True
365.0933 	EXP 	New trial (rep=0, index=32): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
365.0956 	DATA 	Keypress: b
365.1081 	EXP 	word: autoDraw = False
365.1081 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
365.6086 	EXP 	word: autoDraw = True
366.1284 	DATA 	Keypress: x
366.1431 	EXP 	New trial (rep=0, index=33): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
366.1583 	EXP 	word: autoDraw = False
366.1583 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
366.6584 	EXP 	word: autoDraw = True
367.2600 	EXP 	New trial (rep=0, index=34): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
367.2621 	DATA 	Keypress: g
367.2751 	EXP 	word: autoDraw = False
367.2751 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
367.7752 	EXP 	word: autoDraw = True
368.3441 	EXP 	New trial (rep=0, index=35): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
368.3467 	DATA 	Keypress: g
368.3587 	EXP 	word: autoDraw = False
368.3587 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
368.8588 	EXP 	word: autoDraw = True
369.7275 	EXP 	New trial (rep=0, index=36): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
369.7298 	DATA 	Keypress: b
369.7422 	EXP 	word: autoDraw = False
369.7422 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
370.2423 	EXP 	word: autoDraw = True
370.8122 	EXP 	New trial (rep=0, index=37): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
370.8167 	DATA 	Keypress: x
370.8258 	EXP 	word: autoDraw = False
370.8258 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
371.3258 	EXP 	word: autoDraw = True
371.9775 	EXP 	New trial (rep=0, index=38): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
371.9796 	DATA 	Keypress: b
371.9926 	EXP 	word: autoDraw = False
371.9926 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
372.4926 	EXP 	word: autoDraw = True
372.9613 	EXP 	New trial (rep=0, index=39): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
372.9636 	DATA 	Keypress: g
372.9760 	EXP 	word: autoDraw = False
372.9760 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
373.4761 	EXP 	word: autoDraw = True
373.8968 	DATA 	Keypress: r
373.9115 	EXP 	New trial (rep=0, index=40): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
373.9262 	EXP 	word: autoDraw = False
373.9262 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
374.4263 	EXP 	word: autoDraw = True
374.9954 	EXP 	New trial (rep=0, index=41): {'words': 'red', 'letterColor': 'black', 'corrAns': 'r', 'congruent': 0}
374.9980 	DATA 	Keypress: b
375.0096 	EXP 	word: autoDraw = False
375.0096 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
375.5098 	EXP 	word: autoDraw = True
375.8965 	DATA 	Keypress: r
375.9113 	EXP 	New trial (rep=0, index=42): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
375.9266 	EXP 	word: autoDraw = False
375.9266 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
376.4266 	EXP 	word: autoDraw = True
376.9615 	EXP 	New trial (rep=0, index=43): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
376.9636 	DATA 	Keypress: b
376.9767 	EXP 	word: autoDraw = False
376.9767 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
377.4768 	EXP 	word: autoDraw = True
377.8801 	DATA 	Keypress: r
377.8953 	EXP 	New trial (rep=0, index=44): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
377.9101 	EXP 	word: autoDraw = False
377.9101 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
378.4103 	EXP 	word: autoDraw = True
379.0300 	EXP 	New trial (rep=0, index=45): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
379.0347 	DATA 	Keypress: x
379.0441 	EXP 	word: autoDraw = False
379.0441 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
379.5437 	EXP 	word: autoDraw = True
380.0805 	DATA 	Keypress: x
380.0954 	EXP 	New trial (rep=0, index=46): {'words': 'blue', 'letterColor': 'black', 'corrAns': 'b', 'congruent': 0}
380.1105 	EXP 	word: autoDraw = False
380.1105 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
380.6106 	EXP 	word: autoDraw = True
381.2628 	EXP 	New trial (rep=0, index=47): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
381.2651 	DATA 	Keypress: b
381.2774 	EXP 	word: autoDraw = False
381.2774 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
381.7777 	EXP 	word: autoDraw = True
382.4478 	DATA 	Keypress: x
382.4628 	EXP 	New trial (rep=0, index=48): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
382.4776 	EXP 	word: autoDraw = False
382.4776 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
382.9776 	EXP 	word: autoDraw = True
383.5001 	DATA 	Keypress: g
383.5126 	EXP 	New trial (rep=0, index=49): {'words': 'green', 'letterColor': 'black', 'corrAns': 'g', 'congruent': 0}
383.5278 	EXP 	word: autoDraw = False
383.5278 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
384.0278 	EXP 	word: autoDraw = True
385.0985 	DATA 	Keypress: g
385.1281 	EXP 	word: autoDraw = False
385.1281 	EXP 	instrText_2: autoDraw = True
389.2459 	EXP 	Imported congruent.xlsx as conditions, 50 conditions, 4 params
389.2472 	EXP 	Created sequence: random, trialTypes=50, nReps=1, seed=None
389.2476 	EXP 	New trial (rep=0, index=0): {'words': 'black', 'letterColor': 'black', 'corrAns': 'x', 'congruent': 1}
389.2504 	DATA 	Keypress: space
389.2529 	EXP 	instrText_2: autoDraw = False
389.2529 	EXP 	word: foreColor = <psychopy.colors.Color: black, alpha=1.0>
389.7454 	EXP 	word: autoDraw = True
390.3153 	EXP 	New trial (rep=0, index=1): {'words': 'red', 'letterColor': 'red', 'corrAns': 'r', 'congruent': 1}
390.3197 	DATA 	Keypress: x
390.3288 	EXP 	word: autoDraw = False
390.3288 	EXP 	word: foreColor = <psychopy.colors.Color: red, alpha=1.0>
390.8292 	EXP 	word: autoDraw = True
391.3806 	EXP 	New trial (rep=0, index=2): {'words': 'green', 'letterColor': 'green', 'corrAns': 'g', 'congruent': 1}
391.3828 	DATA 	Keypress: r
391.3957 	EXP 	word: autoDraw = False
391.3957 	EXP 	word: foreColor = <psychopy.colors.Color: green, alpha=1.0>
391.8961 	EXP 	word: autoDraw = True
392.5146 	EXP 	New trial (rep=0, index=3): {'words': 'blue', 'letterColor': 'blue', 'corrAns': 'b', 'congruent': 1}
392.5167 	DATA 	Keypress: g
392.5293 	EXP 	word: autoDraw = False
392.5293 	EXP 	word: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
393.0292 	EXP 	word: autoDraw = True
393.5147 	EXP 	New trial (rep=0, index=4): {'words': 'green', 'letterColor': 'green', 'corrAns': 'g', 'congruent': 1}
393.5172 	DATA 	Keypress: b
393.5294 	EXP 	word: autoDraw = False
